,block,site,year,plot,experiment,treatment,date,format,gcc_mean,doy,dom,month,nitrogen,deluge.date.1,deluge.date.2
1896,f,sgs,2022,41,change,pp2,8/26/2022,JPEG,0.338369954,238,26,8,20,6/23/2022,6/24/2022
1897,f,sgs,2022,41,change,pp2,8/5/2022,JPEG,0.338284416,217,5,8,20,6/23/2022,6/24/2022
1902,f,sgs,2022,41,change,pp2,7/17/2022,JPEG,0.335581205,198,17,7,20,6/23/2022,6/24/2022
1904,f,sgs,2022,41,change,pp2,7/11/2022,JPEG,0.338756211,192,11,7,20,6/23/2022,6/24/2022
1906,f,sgs,2022,42,change,pp2,7/8/2022,JPEG,0.340749166,189,8,7,30,6/23/2022,6/24/2022
1909,f,sgs,2022,42,change,pp2,8/26/2022,JPEG,0.335418857,238,26,8,30,6/23/2022,6/24/2022
1910,f,sgs,2022,42,change,pp2,6/23/2022,JPEG,0.334903352,174,23,6,30,6/23/2022,6/24/2022
1911,f,sgs,2022,41,change,pp2,6/25/2022,JPEG,0.333920226,176,25,6,20,6/23/2022,6/24/2022
1913,f,sgs,2022,42,change,pp2,6/29/2022,JPEG,0.337597427,180,29,6,30,6/23/2022,6/24/2022
1915,f,sgs,2022,42,change,pp2,7/20/2022,JPEG,0.336180256,201,20,7,30,6/23/2022,6/24/2022
1916,f,sgs,2022,41,change,pp2,7/5/2022,JPEG,0.342350416,186,5,7,20,6/23/2022,6/24/2022
1917,f,sgs,2022,41,change,pp2,7/8/2022,JPEG,0.341860929,189,8,7,20,6/23/2022,6/24/2022
1927,f,sgs,2022,41,change,pp2,7/1/2022,JPEG,0.339433378,182,1,7,20,6/23/2022,6/24/2022
1931,f,sgs,2022,42,change,pp2,7/14/2022,JPEG,0.334890809,195,14,7,30,6/23/2022,6/24/2022
1932,f,sgs,2022,42,change,pp2,7/17/2022,JPEG,0.335825736,198,17,7,30,6/23/2022,6/24/2022
1933,f,sgs,2022,43,change,pp2,6/23/2022,JPEG,0.336660437,174,23,6,5,6/23/2022,6/24/2022
1934,f,sgs,2022,43,change,pp2,6/25/2022,JPEG,0.333865153,176,25,6,5,6/23/2022,6/24/2022
1935,f,sgs,2022,43,change,pp2,6/27/2022,JPEG,0.331921935,178,27,6,5,6/23/2022,6/24/2022
1941,f,sgs,2022,41,change,pp2,6/29/2022,JPEG,0.337060903,180,29,6,20,6/23/2022,6/24/2022
1943,f,sgs,2022,42,change,pp2,7/11/2022,JPEG,0.338457728,192,11,7,30,6/23/2022,6/24/2022
1944,f,sgs,2022,42,change,pp2,8/5/2022,JPEG,0.337833293,217,5,8,30,6/23/2022,6/24/2022
1945,f,sgs,2022,43,change,pp2,8/5/2022,JPEG,0.338157985,217,5,8,5,6/23/2022,6/24/2022
1946,f,sgs,2022,43,change,pp2,8/26/2022,JPEG,0.335356582,238,26,8,5,6/23/2022,6/24/2022
1947,f,sgs,2022,43,change,pp2,7/1/2022,JPEG,0.33885789,182,1,7,5,6/23/2022,6/24/2022
1948,f,sgs,2022,43,change,pp2,7/5/2022,JPEG,0.339849532,186,5,7,5,6/23/2022,6/24/2022
1950,f,sgs,2022,43,change,pp2,6/29/2022,JPEG,0.335974931,180,29,6,5,6/23/2022,6/24/2022
1953,f,sgs,2022,41,change,pp2,6/27/2022,JPEG,0.334811654,178,27,6,20,6/23/2022,6/24/2022
1955,f,sgs,2022,43,change,pp2,7/17/2022,JPEG,0.334156106,198,17,7,5,6/23/2022,6/24/2022
1970,f,sgs,2022,44,change,pp2,6/23/2022,JPEG,0.337314905,174,23,6,10,6/23/2022,6/24/2022
1971,f,sgs,2022,44,change,pp2,6/25/2022,JPEG,0.335504599,176,25,6,10,6/23/2022,6/24/2022
1972,f,sgs,2022,44,change,pp2,6/27/2022,JPEG,0.335088279,178,27,6,10,6/23/2022,6/24/2022
1973,f,sgs,2022,44,change,pp2,6/29/2022,JPEG,0.33698248,180,29,6,10,6/23/2022,6/24/2022
1974,f,sgs,2022,44,change,pp2,7/1/2022,JPEG,0.340066035,182,1,7,10,6/23/2022,6/24/2022
1977,f,sgs,2022,41,change,pp2,7/29/2022,JPEG,0.351828651,210,29,7,20,6/23/2022,6/24/2022
1980,f,sgs,2022,42,change,pp2,7/1/2022,JPEG,0.341475166,182,1,7,30,6/23/2022,6/24/2022
1983,f,sgs,2022,42,change,pp2,7/29/2022,JPEG,0.34392051,210,29,7,30,6/23/2022,6/24/2022
1984,f,sgs,2022,43,change,pp2,7/29/2022,JPEG,0.340610275,210,29,7,5,6/23/2022,6/24/2022
1989,f,sgs,2022,44,change,pp2,7/20/2022,JPEG,0.335980257,201,20,7,10,6/23/2022,6/24/2022
1991,f,sgs,2022,44,change,pp2,8/5/2022,JPEG,0.336452245,217,5,8,10,6/23/2022,6/24/2022
1993,f,sgs,2022,44,change,pp2,7/8/2022,JPEG,0.34005819,189,8,7,10,6/23/2022,6/24/2022
1994,f,sgs,2022,44,change,pp2,7/29/2022,JPEG,0.343263362,210,29,7,10,6/23/2022,6/24/2022
1995,f,sgs,2022,44,change,pp2,7/14/2022,JPEG,0.336013972,195,14,7,10,6/23/2022,6/24/2022
1996,f,sgs,2022,44,change,pp2,7/5/2022,JPEG,0.34033339,186,5,7,10,6/23/2022,6/24/2022
1998,f,sgs,2022,44,change,pp2,7/11/2022,JPEG,0.338775839,192,11,7,10,6/23/2022,6/24/2022
2010,f,sgs,2022,45,change,pp2,7/8/2022,JPEG,0.339086643,189,8,7,0,6/23/2022,6/24/2022
2011,f,sgs,2022,45,change,pp2,7/11/2022,JPEG,0.337862255,192,11,7,0,6/23/2022,6/24/2022
2012,f,sgs,2022,45,change,pp2,7/14/2022,JPEG,0.335905526,195,14,7,0,6/23/2022,6/24/2022
2013,f,sgs,2022,45,change,pp2,7/17/2022,JPEG,0.336164977,198,17,7,0,6/23/2022,6/24/2022
2014,f,sgs,2022,45,change,pp2,7/20/2022,JPEG,0.336175127,201,20,7,0,6/23/2022,6/24/2022
2016,f,sgs,2022,41,change,pp2,7/23/2022,JPEG,0.337704967,204,23,7,20,6/23/2022,6/24/2022
2021,f,sgs,2022,42,change,pp2,7/5/2022,JPEG,0.34252159,186,5,7,30,6/23/2022,6/24/2022
2028,f,sgs,2022,42,change,pp2,6/25/2022,JPEG,0.33503365,176,25,6,30,6/23/2022,6/24/2022
2029,f,sgs,2022,42,change,pp2,6/27/2022,JPEG,0.335204596,178,27,6,30,6/23/2022,6/24/2022
2030,f,sgs,2022,45,change,pp2,6/23/2022,JPEG,0.33749445,174,23,6,0,6/23/2022,6/24/2022
2031,f,sgs,2022,45,change,pp2,6/25/2022,jpg,0.337082947,176,25,6,0,6/23/2022,6/24/2022
2032,f,sgs,2022,45,change,pp2,6/27/2022,JPEG,0.336603903,178,27,6,0,6/23/2022,6/24/2022
2033,f,sgs,2022,45,change,pp2,6/29/2022,JPEG,0.336564341,180,29,6,0,6/23/2022,6/24/2022
2034,f,sgs,2022,45,change,pp2,7/1/2022,JPEG,0.338484661,182,1,7,0,6/23/2022,6/24/2022
2035,f,sgs,2022,45,change,pp2,7/5/2022,JPEG,0.339922572,186,5,7,0,6/23/2022,6/24/2022
2045,f,sgs,2022,45,change,pp2,8/5/2022,JPEG,0.33742713,217,5,8,0,6/23/2022,6/24/2022
2046,f,sgs,2022,45,change,pp2,8/12/2022,JPEG,0.336800366,224,12,8,0,6/23/2022,6/24/2022
2047,f,sgs,2022,45,change,pp2,8/26/2022,JPEG,0.336311082,238,26,8,0,6/23/2022,6/24/2022
2050,f,sgs,2022,46,change,pp2,7/5/2022,JPEG,0.341601705,186,5,7,7.5,6/23/2022,6/24/2022
2054,f,sgs,2022,46,change,pp2,7/17/2022,JPEG,0.336738898,198,17,7,7.5,6/23/2022,6/24/2022
2055,f,sgs,2022,46,change,pp2,7/8/2022,JPEG,0.339641426,189,8,7,7.5,6/23/2022,6/24/2022
2056,f,sgs,2022,46,change,pp2,7/11/2022,JPEG,0.339127955,192,11,7,7.5,6/23/2022,6/24/2022
2057,f,sgs,2022,46,change,pp2,7/14/2022,JPEG,0.334314533,195,14,7,7.5,6/23/2022,6/24/2022
2059,f,sgs,2022,46,change,pp2,7/20/2022,JPEG,0.33636999,201,20,7,7.5,6/23/2022,6/24/2022
2062,f,sgs,2022,43,change,pp2,7/14/2022,JPEG,0.334381005,195,14,7,5,6/23/2022,6/24/2022
2064,f,sgs,2022,43,change,pp2,7/20/2022,JPEG,0.336032468,201,20,7,5,6/23/2022,6/24/2022
2073,f,sgs,2022,43,change,pp2,7/8/2022,JPEG,0.338020679,189,8,7,5,6/23/2022,6/24/2022
2074,f,sgs,2022,46,change,pp2,6/29/2022,JPEG,0.336545275,180,29,6,7.5,6/23/2022,6/24/2022
2090,f,sgs,2022,46,change,pp2,6/23/2022,JPEG,0.336433864,174,23,6,7.5,6/23/2022,6/24/2022
2091,f,sgs,2022,46,change,pp2,6/25/2022,jpg,0.334349289,176,25,6,7.5,6/23/2022,6/24/2022
2092,f,sgs,2022,46,change,pp2,7/29/2022,JPEG,0.339208756,210,29,7,7.5,6/23/2022,6/24/2022
2093,f,sgs,2022,46,change,pp2,8/5/2022,JPEG,0.336266748,217,5,8,7.5,6/23/2022,6/24/2022
2094,f,sgs,2022,46,change,pp2,6/27/2022,JPEG,0.332722909,178,27,6,7.5,6/23/2022,6/24/2022
2095,f,sgs,2022,46,change,pp2,8/26/2022,JPEG,0.334726962,238,26,8,7.5,6/23/2022,6/24/2022
2096,f,sgs,2022,46,change,pp2,8/12/2022,JPEG,0.333614429,224,12,8,7.5,6/23/2022,6/24/2022
2101,f,sgs,2022,44,change,pp2,8/26/2022,JPEG,0.336125524,238,26,8,10,6/23/2022,6/24/2022
2102,f,sgs,2022,41,change,pp2,6/23/2022,JPEG,0.335871242,174,23,6,20,6/23/2022,6/24/2022
2124,f,sgs,2022,47,change,pp2,6/23/2022,JPEG,0.336026288,174,23,6,15,6/23/2022,6/24/2022
2127,f,sgs,2022,47,change,pp2,6/29/2022,JPEG,0.333976979,180,29,6,15,6/23/2022,6/24/2022
2128,f,sgs,2022,47,change,pp2,7/1/2022,JPEG,0.337545142,182,1,7,15,6/23/2022,6/24/2022
2129,f,sgs,2022,47,change,pp2,7/5/2022,JPEG,0.339359911,186,5,7,15,6/23/2022,6/24/2022
2130,f,sgs,2022,47,change,pp2,7/8/2022,JPEG,0.340193119,189,8,7,15,6/23/2022,6/24/2022
2131,f,sgs,2022,47,change,pp2,7/11/2022,JPEG,0.338637191,192,11,7,15,6/23/2022,6/24/2022
2132,f,sgs,2022,47,change,pp2,7/14/2022,JPEG,0.336542151,195,14,7,15,6/23/2022,6/24/2022
2133,f,sgs,2022,47,change,pp2,7/17/2022,JPEG,0.335298953,198,17,7,15,6/23/2022,6/24/2022
2134,f,sgs,2022,47,change,pp2,7/20/2022,JPEG,0.33519852,201,20,7,15,6/23/2022,6/24/2022
2135,f,sgs,2022,47,change,pp2,7/29/2022,JPEG,0.344069735,210,29,7,15,6/23/2022,6/24/2022
2136,f,sgs,2022,45,change,pp2,7/29/2022,JPEG,0.337120675,210,29,7,0,6/23/2022,6/24/2022
2138,f,sgs,2022,47,change,pp2,6/25/2022,JPEG,0.334038053,176,25,6,15,6/23/2022,6/24/2022
2139,f,sgs,2022,47,change,pp2,6/27/2022,JPEG,0.33411985,178,27,6,15,6/23/2022,6/24/2022
2143,f,sgs,2022,47,change,pp2,8/5/2022,JPEG,0.336528197,217,5,8,15,6/23/2022,6/24/2022
2144,f,sgs,2022,47,change,pp2,8/12/2022,JPEG,0.3354109,224,12,8,15,6/23/2022,6/24/2022
2145,f,sgs,2022,47,change,pp2,8/26/2022,JPEG,0.336414946,238,26,8,15,6/23/2022,6/24/2022
2163,f,sgs,2022,48,change,pp2,6/23/2022,JPEG,0.337337629,174,23,6,2.5,6/23/2022,6/24/2022
2164,f,sgs,2022,48,change,pp2,6/25/2022,JPEG,0.335349175,176,25,6,2.5,6/23/2022,6/24/2022
2168,f,sgs,2022,48,change,pp2,7/5/2022,JPEG,0.34040803,186,5,7,2.5,6/23/2022,6/24/2022
2169,f,sgs,2022,48,change,pp2,7/8/2022,JPEG,0.339342068,189,8,7,2.5,6/23/2022,6/24/2022
2170,f,sgs,2022,48,change,pp2,7/11/2022,JPEG,0.338052962,192,11,7,2.5,6/23/2022,6/24/2022
2171,f,sgs,2022,48,change,pp2,7/14/2022,JPEG,0.337208399,195,14,7,2.5,6/23/2022,6/24/2022
2172,f,sgs,2022,48,change,pp2,7/17/2022,JPEG,0.336673834,198,17,7,2.5,6/23/2022,6/24/2022
2173,f,sgs,2022,48,change,pp2,7/20/2022,JPEG,0.337436699,201,20,7,2.5,6/23/2022,6/24/2022
2174,f,sgs,2022,48,change,pp2,7/29/2022,JPEG,0.338158697,210,29,7,2.5,6/23/2022,6/24/2022
2175,f,sgs,2022,48,change,pp2,8/5/2022,JPEG,0.339130808,217,5,8,2.5,6/23/2022,6/24/2022
2176,f,sgs,2022,48,change,pp2,8/12/2022,JPEG,0.335835514,224,12,8,2.5,6/23/2022,6/24/2022
2177,f,sgs,2022,48,change,pp2,8/26/2022,JPEG,0.335599327,238,26,8,2.5,6/23/2022,6/24/2022
2178,f,sgs,2022,48,change,pp2,6/27/2022,JPEG,0.335114961,178,27,6,2.5,6/23/2022,6/24/2022
2179,f,sgs,2022,48,change,pp2,6/29/2022,JPEG,0.335897903,180,29,6,2.5,6/23/2022,6/24/2022
2180,f,sgs,2022,48,change,pp2,7/1/2022,JPEG,0.337589575,182,1,7,2.5,6/23/2022,6/24/2022
2182,f,sgs,2022,43,change,pp2,7/11/2022,JPEG,0.339023125,192,11,7,5,6/23/2022,6/24/2022
2183,f,sgs,2022,46,change,pp2,7/1/2022,JPEG,0.338242726,182,1,7,7.5,6/23/2022,6/24/2022
